country;density;year
QAT;73,359;1986
ROU;66,55;1986
RUS;64,78;1986
RWA;48,015;1986
WSM;59,749;1986
STP;59,26;1986
SAU;65,617;1986
SEN;53,332;1986
SLE;39,677;1986
SGP;72,1;1986
SVK;67,47;1986
SVN;67,9;1986
SLB;56,3;1986
SOM;44,719;1986
ZAF;56,792;1986
SSD;39,547;1986
ESP;73,33;1986
LKA;66,125;1986
LCA;67,675;1986
MAF;70,3;1986
VCT;67,027;1986
SDN;53,468;1986
SUR;63,904;1986
SWZ;56,793;1986
SWE;73,98;1986
CHE;73,66;1986
SYR;67,652;1986
TJK;61,317;1986
TZA;48,952;1986
THA;65,776;1986
TLS;43,567;1986
TGO;53,275;1986
TON;67,522;1986
TTO;64,859;1986
TUN;64,694;1986
TUR;58,793;1986
TKM;59,038;1986
UGA;45,448;1986
UKR;65,481;1986
ARE;69,209;1986
GBR;72,1;1986
USA;71,2;1986
URY;68,322;1986
UZB;63,139;1986
VUT;59,951;1986
VEN;66,533;1986
VNM;64,862;1986
VIR;71,529;1986
YEM;54,244;1986
ZMB;45,7;1986
ZWE;58,337;1986
AFG;46,399;1987
ALB;69,12;1987
DZA;64,033;1987
AGO;39,391;1987
ATG;67,918;1987
ARG;67,538;1987
ARM;66,03;1987
ABW;70,851;1987
AUS;73,02;1987
AUT;71,5;1987
AZE;61,291;1987
BHS;66,734;1987
BHR;70,718;1987
BGD;56,382;1987
BRB;68,243;1987
BLR;66,6;1987
BEL;72;1987
BLZ;69,434;1987
BEN;49,105;1987
BTN;50,284;1987
BOL;51,947;1987
BIH;68,741;1987
BWA;60,378;1987
BRA;60,759;1987
BRN;70,798;1987
BGR;68,4;1987
BFA;48,383;1987
BDI;47,11;1987
CPV;62,223;1987
KHM;50,23;1987
CMR;51,233;1987
CAN;73,52;1987
CAF;47,317;1987
TCD;45,429;1987
CHI;71,975;1987
CHL;69,336;1987
CHN;67,328;1987
COL;64,357;1987
COM;53,464;1987
COD;46,776;1987
COG;55,223;1987
CRI;72,411;1987
CIV;50,871;1987
HRV;67,88;1987
CUB;72,816;1987
CYP;74,03;1987
CZE;67,87;1987
DNK;71,74;1987
DJI;54,523;1987
DMA;70,5;1987
DOM;64,096;1987
ECU;65,096;1987
EGY;60,801;1987
SLV;55,894;1987
GNQ;45,579;1987
ERI;47,013;1987
EST;66,4;1987
ETH;44,235;1987
FRO;72,1;1987
FJI;63,025;1987
FIN;70,67;1987
FRA;71,8;1987
PYF;65,568;1987
GAB;58,778;1987
GMB;49,848;1987
GEO;66,298;1987
DEU;71,427;1987
GHA;54,11;1987
GRC;72,484;1987
GRL;61,02;1987
GRD;65,73;1987
GUM;69,063;1987
GTM;58,222;1987
GIN;46,313;1987
GNB;45,952;1987
GUY;59,73;1987
HTI;52,08;1987
HND;62,856;1987
HKG;74,2;1987
HUN;65,7;1987
ISL;74,9;1987
IND;56,408;1987
IDN;60,919;1987
IRN;53,863;1987
IRQ;58,969;1987
IRL;71,384;1987
ISR;73,6;1987
ITA;73;1987
JAM;70,25;1987
JPN;75,63;1987
JOR;67,678;1987
KAZ;64,9;1987
KEN;56,649;1987
KIR;56,427;1987
PRK;65,131;1987
KOR;65,78;1987
XKX;65,1;1987
KWT;70,719;1987
KGZ;61,779;1987
LAO;50,846;1987
LVA;66,41;1987
LBN;67,771;1987
LSO;55,638;1987
LBR;45,279;1987
LBY;65,82;1987
LTU;67,72;1987
LUX;70,604;1987
MAC;74,14;1987
MKD;68,631;1987
MDG;48,874;1987
MWI;44,671;1987
MYS;68,294;1987
MDV;59,795;1987
MLI;43,596;1987
MLT;73,646;1987
MHL;69,8;1987
MRT;56,332;1987
MUS;64,936;1987
MEX;66,524;1987
FSM;65,322;1987
MDA;63,76;1987
MNG;56,941;1987
MNE;71,022;1987
MAR;61,334;1987
MOZ;40,513;1987
MMR;55,373;1987
NAM;57,678;1987
NPL;51,167;1987
NLD;73,51;1987
NCL;66,5;1987
NZL;71,3;1987
NIC;58,753;1987
NER;41,413;1987
NGA;44,819;1987
NOR;72,75;1987
OMN;63,554;1987
PAK;58,551;1987
PAN;69,551;1987
PNG;55,407;1987
PRY;65,354;1987
PER;61,748;1987
PHL;61,912;1987
POL;66,8;1987
PRT;70,3;1987
PRI;70,49;1987
QAT;73,564;1987
ROU;66,3;1987
RUS;64,84;1987
RWA;45,374;1987
WSM;60,26;1987
STP;59,444;1987
SAU;66,152;1987
SEN;54,098;1987
SYC;66,81;1987
SLE;39,077;1987
SGP;72,5;1987
SVK;67,24;1987
SVN;68,1;1987
SLB;55,991;1987
SOM;44,634;1987
ZAF;57,298;1987
SSD;40,129;1987
ESP;73,45;1987
LKA;66,029;1987
KNA;64;1987
LCA;67,958;1987
MAF;70,5;1987
VCT;67,248;1987
SDN;53,602;1987
SUR;63,975;1987
SWZ;57,357;1987
SWE;74,18;1987
CHE;73,9;1987
SYR;68,058;1987
TJK;61,153;1987
TZA;48,798;1987
THA;66,386;1987
TLS;44,504;1987
TGO;53,672;1987
TON;67,689;1987
TTO;64,96;1987
TUN;65,206;1987
TUR;59,308;1987
TKM;59,15;1987
UGA;44,768;1987
UKR;66,3;1987
ARE;69,581;1987
GBR;72,5;1987
USA;71,4;1987
URY;68,48;1987
UZB;63,332;1987
VUT;60,42;1987
VEN;66,687;1987
VNM;65,173;1987
VIR;71,768;1987
YEM;54,866;1987
ZMB;44,889;1987
ZWE;57,783;1987
AFG;47,249;1988
ALB;69,145;1988
DZA;64,527;1988
AGO;39,446;1988
ATG;68,169;1988
ARG;67,702;1988
ARM;65,586;1988
ABW;70,886;1988
AUS;73,34;1988
AUT;71,9;1988
AZE;61,149;1988
BHS;66,916;1988
BHR;70,963;1988
BGD;56,921;1988
BRB;68,484;1988
BLR;67;1988
BEL;72,2;1988
BLZ;69,41;1988
BEN;50,024;1988
BTN;51,038;1988
BOL;52,446;1988
BIH;68,428;1988
BWA;60,205;1988
BRA;61,047;1988
BRN;71,05;1988
BGR;68,38;1988
BFA;48,379;1988
BDI;46,929;1988
CPV;62,543;1988
KHM;50,623;1988
CMR;51,159;1988
CAN;73,58;1988
CAF;47,136;1988
TCD;45,588;1988
CHI;72,204;1988
CHL;69,761;1988
CHN;67,473;1988
COL;64,384;1988
COM;54,038;1988
COD;47,055;1988
COG;55,032;1988
CRI;72,658;1988
CIV;50,866;1988
HRV;67,82;1988
CUB;72,8;1988
CYP;74,194;1988
CZE;68,1;1988
DNK;72,04;1988
DJI;54,753;1988
DOM;64,571;1988
ECU;65,622;1988
EGY;61,342;1988
SLV;57,05;1988
GNQ;45,915;1988
ERI;47,306;1988
EST;66,6;1988
ETH;44,737;1988
FRO;72,3;1988
FJI;63,225;1988
FIN;70,66;1988
FRA;72,1;1988
PYF;65,921;1988
GAB;59,206;1988
GMB;50,291;1988
GEO;66,329;1988
DEU;71,652;1988
GHA;54,659;1988
GRC;72,861;1988
GRL;60,68;1988
GRD;65,917;1988
GUM;69,308;1988
GTM;58,642;1988
GIN;47,282;1988
GNB;46,243;1988
GUY;59,791;1988
HTI;52,441;1988
HND;63,457;1988
HKG;74,4;1988
HUN;66,16;1988
ISL;74,4;1988
IND;56,789;1988
IDN;61,223;1988
IRN;56,615;1988
IRQ;60,476;1988
IRL;71,606;1988
ISR;73,9;1988
ITA;73,2;1988
JAM;70,134;1988
JPN;75,57;1988
JOR;67,999;1988
KAZ;64,8;1988
KEN;56,26;1988
KIR;56,81;1988
PRK;65,505;1988
KOR;66,31;1988
XKX;65,3;1988
KWT;70,948;1988
KGZ;62,042;1988
LAO;51,342;1988
LVA;66,23;1988
LBN;68,065;1988
LSO;56,227;1988
LBR;45,162;1988
LBY;66,208;1988
LTU;67,45;1988
LUX;70,894;1988
MAC;74,413;1988
MKD;68,883;1988
MDG;49,084;1988
MWI;44,657;1988
MYS;68,517;1988
MDV;60,459;1988
MLI;44,129;1988
MLT;73,86;1988
MRT;56,623;1988
MUS;65,124;1988
MEX;66,986;1988
FSM;65,436;1988
MDA;64,003;1988
MNG;57,291;1988
MNE;71,12;1988
MAR;61,978;1988
MOZ;40,731;1988
MMR;55,754;1988
NAM;58,063;1988
NPL;51,961;1988
NLD;73,7;1988
NCL;65,6;1988
NZL;71,4;1988
NIC;59,536;1988
NER;41,851;1988
NGA;44,756;1988
NOR;73,04;1988
OMN;64,197;1988
PAK;58,836;1988
PAN;69,764;1988
PNG;55,642;1988
PRY;65,493;1988
PER;62,239;1988
PHL;62,175;1988
POL;67,2;1988
PRT;70,3;1988
PRI;70,318;1988
QAT;73,755;1988
ROU;66,51;1988
RUS;64,64;1988
RWA;41,627;1988
WSM;60,777;1988
STP;59,631;1988
SAU;66,635;1988
SEN;54,744;1988
SLE;38,377;1988
SGP;72,6;1988
SVK;67,12;1988
SVN;68,3;1988
SLB;55,877;1988
SOM;44,432;1988
ZAF;57,771;1988
SSD;40,766;1988
ESP;73,43;1988
LKA;66,031;1988
LCA;68,23;1988
MAF;71,1;1988
VCT;67,468;1988
SDN;53,737;1988
SUR;64,05;1988
SWZ;57,789;1988
SWE;74,15;1988
CHE;73,89;1988
SYR;68,43;1988
TJK;60,808;1988
TZA;48,58;1988
THA;66,828;1988
TLS;45,346;1988
TGO;54,044;1988
TON;67,843;1988
TTO;65,062;1988
TUN;65,724;1988
TUR;59,796;1988
TKM;59,191;1988
UGA;44,079;1988
UKR;66,4;1988
ARE;69,936;1988
GBR;72,6;1988
USA;71,4;1988
URY;68,621;1988
UZB;63,438;1988
VUT;60,882;1988
VEN;66,833;1988
VNM;65,463;1988
VIR;72,001;1988
YEM;55,41;1988
ZMB;44,103;1988
ZWE;57,031;1988
AFG;48,086;1989
ALB;69,122;1989
DZA;64,904;1989
AGO;39,507;1989
ATG;68,416;1989
ARG;67,879;1989
ARM;65,18;1989
ABW;70,924;1989
AUS;73,66;1989
AUT;71,9;1989
AZE;60,925;1989
BHS;67,099;1989
BHR;71,201;1989
BGD;57,472;1989
BRB;68,72;1989
BLR;66,8;1989
BEL;72,34;1989
BLZ;69,298;1989
BEN;50,919;1989
BTN;51,803;1989
BOL;52,951;1989
BIH;67,952;1989
BWA;59,872;1989
BRA;61,349;1989
BRN;71,297;1989
BGR;68,42;1989
BFA;48,335;1989
BDI;46,646;1989
CPV;62,861;1989
KHM;50,916;1989
CMR;51,008;1989
CAN;73,89;1989
CAF;46,897;1989
TCD;45,709;1989
CHI;72,442;1989
CHL;70,174;1989
CHN;67,602;1989
COL;64,39;1989
COM;54,591;1989
COD;47,338;1989
COG;54,774;1989
CRI;72,888;1989
CIV;50,765;1989
HRV;68,23;1989
CUB;72,787;1989
CYP;74,355;1989
CZE;68,1;1989
DNK;71,99;1989
DJI;54,958;1989
DOM;65,041;1989
ECU;66,122;1989
EGY;61,813;1989
SLV;58,193;1989
GNQ;46,273;1989
ERI;47,615;1989
EST;65,6;1989
ETH;45,199;1989
FRO;72,5;1989
FJI;63,418;1989
FIN;70,88;1989
FRA;72,3;1989
PYF;66,291;1989
GAB;59,498;1989
GMB;50,675;1989
GEO;66,311;1989
DEU;71,859;1989
GHA;55,194;1989
GRC;74,2;1989
GRL;60,77;1989
GRD;66,1;1989
GUM;69,548;1989
GTM;59,064;1989
GIN;48,186;1989
GNB;46,548;1989
GUY;59,884;1989
HTI;52,781;1989
HND;63,992;1989
HKG;74,2;1989
HUN;65,33;1989
ISL;76,18;1989
IND;57,189;1989
IDN;61,534;1989
IRN;59,258;1989
IRQ;61,772;1989
IRL;71,832;1989
ISR;74,6;1989
ITA;73,6;1989
JAM;70,006;1989
JPN;75,94;1989
JOR;68,292;1989
KAZ;63,9;1989
KEN;55,775;1989
KIR;57,212;1989
PRK;65,833;1989
KOR;66,84;1989
XKX;65,5;1989
KWT;71,151;1989
KGZ;64,2;1989
LAO;51,824;1989
LVA;65,37;1989
LBN;68,377;1989
LSO;56,804;1989
LBR;45,077;1989
LBY;66,592;1989
LTU;66,84;1989
LUX;71,189;1989
MAC;74,665;1989
MKD;69,082;1989
MDG;49,398;1989
MWI;44,636;1989
MYS;68,734;1989
MDV;61,116;1989
MLI;44,613;1989
MLT;74,072;1989
MRT;56,875;1989
MUS;65,385;1989
MEX;67,445;1989
FSM;65,548;1989
MDA;64,115;1989
MNG;57,575;1989
MNE;71,217;1989
MAR;62,576;1989
MOZ;40,975;1989
MMR;56,13;1989
NAM;58,366;1989
NPL;52,767;1989
NLD;73,7;1989
NCL;66,5;1989
NZL;71,8;1989
NIC;60,39;1989
NER;42,322;1989
NGA;44,699;1989
NOR;73,32;1989
OMN;64,811;1989
PAK;59,123;1989
PAN;69,985;1989
PNG;55,897;1989
PRY;65,649;1989
PER;62,725;1989
PHL;62,404;1989
POL;66,8;1989
PRT;70,9;1989
PRI;70,097;1989
QAT;73,934;1989
ROU;66,56;1989
RUS;64,24;1989
RWA;37,101;1989
WSM;61,296;1989
STP;59,814;1989
SAU;67,071;1989
SEN;55,257;1989
SLE;37,622;1989
SGP;72,8;1989
SVK;66,88;1989
SVN;68,9;1989
SLB;55,984;1989
SOM;44,157;1989
ZAF;58,18;1989
SSD;41,445;1989
ESP;73,36;1989
LKA;66,132;1989
LCA;68,49;1989
MAF;71,2;1989
VCT;67,687;1989
SDN;53,877;1989
SUR;64,132;1989
SWZ;58,049;1989
SWE;74,8;1989
CHE;74,07;1989
SYR;68,768;1989
TJK;60,32;1989
TZA;48,316;1989
THA;67,089;1989
TLS;46,135;1989
TGO;54,374;1989
TON;67,985;1989
TTO;65,159;1989
TUN;66,253;1989
TUR;60,263;1989
TKM;59,169;1989
UGA;43,417;1989
UKR;66,1;1989
ARE;70,276;1989
GBR;72,9;1989
USA;71,7;1989
URY;68,752;1989
UZB;63,462;1989
VUT;61,339;1989
VEN;66,974;1989
VNM;65,732;1989
VIR;72,228;1989
YEM;55,883;1989
ZMB;43,376;1989
ZWE;56,098;1989
AFG;48,89;1990
ALB;69,07;1990
DZA;65,194;1990
AGO;39,589;1990
ATG;68,661;1990
ARG;68,07;1990
ARM;64,86;1990
ABW;70,969;1990
AUS;73,98;1990
AUT;72,3;1990
AZE;60,676;1990
BHS;67,277;1990
BHR;71,435;1990
BGD;58,051;1990
BRB;68,95;1990
BLR;66,3;1990
BEL;72,73;1990
BLZ;69,093;1990
BEN;51,732;1990
BTN;52,575;1990
BOL;53,459;1990
BIH;67,432;1990
BWA;59,322;1990
BRA;61,673;1990
BRN;71,539;1990
BGR;68,3;1990
BFA;48,27;1990
BDI;46,345;1990
CPV;63,18;1990
KHM;51,213;1990
CMR;50,778;1990
CAN;74,26;1990
CAF;46,602;1990
TCD;45,798;1990
CHI;72,688;1990
CHL;70,575;1990
CHN;67,721;1990
COL;64,405;1990
COM;55,118;1990
COD;47,592;1990
COG;54,445;1990
CRI;73,106;1990
CIV;50,564;1990
HRV;68,59;1990
CUB;72,796;1990
CYP;74,512;1990
CZE;67,54;1990
DNK;72,02;1990
DJI;55,13;1990
DOM;65,487;1990
ECU;66,59;1990
EGY;62,233;1990
SLV;59,268;1990
GNQ;46,666;1990
ERI;47,959;1990
EST;64,5;1990
ETH;45,622;1990
FRO;72,7;1990
FJI;63,605;1990
FIN;70,94;1990
FRA;72,6;1990
PYF;66,673;1990
GAB;59,656;1990
GMB;51,015;1990
GEO;66,264;1990
DEU;72,058;1990
GHA;55,677;1990
GRC;74,5;1990
GRL;61,4;1990
GRD;66,276;1990
GUM;69,788;1990
GTM;59,495;1990
GIN;48,993;1990
GNB;46,876;1990
GUY;60,01;1990
HTI;53,102;1990
HND;64,471;1990
HKG;74,6;1990
HUN;65,14;1990
ISL;75,49;1990
IND;57,608;1990
IDN;61,856;1990
IRN;61,618;1990
IRQ;62,802;1990
IRL;72,053;1990
ISR;74,9;1990
ITA;73,8;1990
JAM;69,875;1990
JPN;75,91;1990
JOR;68,555;1990
KAZ;63,8;1990
KEN;55,2;1990
KIR;57,624;1990
PRK;65,997;1990
KOR;67,29;1990
XKX;65,7;1990
KWT;71,331;1990
KGZ;64,2;1990
LAO;52,295;1990
LVA;64,2;1990
LBN;68,707;1990
LSO;57,27;1990
LBR;45,12;1990
LBY;66,966;1990
LTU;66,39;1990
LUX;71,487;1990
MAC;74,909;1990
MKD;69,233;1990
MDG;49,832;1990
MWI;44,611;1990
MYS;68,947;1990
MDV;61,776;1990
MLI;45,026;1990
MLT;74,283;1990
MRT;57,094;1990
MUS;65,6;1990
MEX;67,905;1990
FSM;65,661;1990
MDA;64,092;1990
MNG;57,798;1990
MNE;71,298;1990
MAR;63,118;1990
MOZ;41,262;1990
MMR;56,501;1990
NAM;58,548;1990
NPL;53,584;1990
NLD;73,8;1990
NCL;67,9;1990
NZL;72,5;1990
NIC;61,275;1990
NER;42,835;1990
NGA;44,66;1990
NOR;73,43;1990
OMN;65,398;1990
PAK;59,41;1990
PLW;63,44;1990
PAN;70,216;1990
PNG;56,179;1990
PRY;65,817;1990
PER;63,208;1990
PHL;62,601;1990
POL;66,5;1990
PRT;70,6;1990
PRI;69,856;1990
QAT;74,102;1990
ROU;66,59;1990
RUS;63,73;1990
RWA;32,504;1990
WSM;61,817;1990
STP;59,989;1990
SAU;67,469;1990
SEN;55,627;1990
SLE;36,87;1990
SGP;73,1;1990
SVK;66,64;1990
SVN;69,4;1990
SLB;56,31;1990
SOM;43,903;1990
ZAF;58,483;1990
SSD;42,149;1990
ESP;73,34;1990
LKA;66,285;1990
LCA;68,727;1990
MAF;71,4;1990
VCT;67,898;1990
SDN;54,025;1990
SUR;64,217;1990
SWZ;58,075;1990
SWE;74,81;1990
CHE;73,94;1990
SYR;69,074;1990
TJK;59,775;1990
TZA;48,03;1990
THA;67,175;1990
TLS;46,934;1990
TGO;54,626;1990
TON;68,115;1990
TTO;65,239;1990
TUN;66,791;1990
TUR;60,716;1990
TKM;59,1;1990
UGA;42,814;1990
UKR;65,6;1990
ARE;70,603;1990
GBR;73,1;1990
USA;71,8;1990
URY;68,881;1990
UZB;63,421;1990
VUT;61,791;1990
VEN;67,113;1990
VNM;65,986;1990
VIR;72,45;1990
PSE;66,548;1990
YEM;56,292;1990
ZMB;42,733;1990
ZWE;54,995;1990
AFG;49,638;1991
ALB;69,017;1991
DZA;65,435;1991
AGO;39,707;1991
ATG;68,904;1991
ARG;68,275;1991
ARM;64,67;1991
ABW;71,018;1991
AUS;74,3;1991
AUT;72,3;1991
AZE;60,478;1991
BHS;67,444;1991
BHR;71,667;1991
BGD;58,671;1991
BRB;69,177;1991
BLR;65,5;1991
BEL;72,88;1991
BLZ;68,791;1991
BEN;52,402;1991
BMU;70,01;1991
BTN;53,349;1991
BOL;53,971;1991
BIH;67,025;1991
BWA;58,49;1991
BRA;62,03;1991
BRN;71,777;1991
BGR;68,4;1991
BFA;48,195;1991
BDI;46,13;1991
CPV;63,506;1991
KHM;51,55;1991
CMR;50,466;1991
CAN;74,49;1991
CAF;46,252;1991
TCD;45,869;1991
CHI;72,934;1991
CHL;70,962;1991
CHN;67,836;1991
COL;64,464;1991
COM;55,614;1991
COD;47,772;1991
COG;54,038;1991
CRI;73,319;1991
CIV;50,262;1991
HRV;68,6;1991
CUB;72,843;1991
CYP;74,667;1991
CZE;68,23;1991
DNK;72,47;1991
DJI;55,262;1991
DOM;65,891;1991
ECU;67,024;1991
EGY;62,63;1991
SLV;60,233;1991
GNQ;47,097;1991
ERI;48,358;1991
EST;64,3;1991
ETH;46,02;1991
FRO;72,9;1991
FJI;63,786;1991
FIN;71,33;1991
FRA;72,8;1991
PYF;67,052;1991
GAB;59,693;1991
GMB;51,332;1991
GEO;66,214;1991
DEU;72,1;1991
GHA;56,068;1991
GRC;74,6;1991
GRL;61,7;1991
GRD;66,446;1991
GUM;70,032;1991
GTM;59,945;1991
GIN;49,681;1991
GNB;47,234;1991
GUY;60,169;1991
HTI;53,411;1991
HND;64,909;1991
HKG;75,2;1991
HUN;65,06;1991
ISL;74,87;1991
IND;58,044;1991
IDN;62,188;1991
IRN;63,579;1991
IRQ;63,579;1991
IRL;72,256;1991
ISR;75,1;1991
ITA;73,8;1991
JAM;69,749;1991
JPN;76,13;1991
JOR;68,79;1991
KAZ;63,3;1991
KEN;54,535;1991
KIR;58,038;1991
PRK;65,858;1991
KOR;67,74;1991
XKX;65,9;1991
KWT;71,49;1991
KGZ;64,6;1991
LAO;52,761;1991
LVA;63,73;1991
LBN;69,058;1991
LSO;57,504;1991
LBR;45,392;1991
LBY;67,318;1991
LTU;65,13;1991
LUX;72;1991
MAC;75,16;1991
MKD;69,352;1991
MDG;50,388;1991
MWI;44,582;1991
MYS;69,153;1991
MDV;62,447;1991
MLI;45,341;1991
MLT;74,492;1991
MRT;57,288;1991
MUS;66,2;1991
MEX;68,37;1991
FSM;65,775;1991
MDA;63,945;1991
MNG;57,978;1991
MNE;71,347;1991
MAR;63,601;1991
MOZ;41,609;1991
MMR;56,868;1991
NAM;58,576;1991
NPL;54,404;1991
NLD;74;1991
NCL;66,7;1991
NZL;73,3;1991
NIC;62,148;1991
NER;43,395;1991
NGA;44,641;1991
NOR;74,01;1991
OMN;65,961;1991
PAK;59,695;1991
PAN;70,462;1991
PNG;56,487;1991
PRY;65,993;1991
PER;63,69;1991
PHL;62,775;1991
POL;66,1;1991
PRT;70,6;1991
PRI;69,631;1991
QAT;74,26;1991
ROU;66,56;1991
RUS;63,45;1991
RWA;28,72;1991
WSM;62,337;1991
STP;60,156;1991
SAU;67,841;1991
SEN;55,849;1991
SRB;69;1991
SLE;36,182;1991
SGP;73,5;1991
SVK;66,8;1991
SVN;69,5;1991
SLB;56,824;1991
SOM;43,786;1991
ZAF;58,645;1991
SSD;42,863;1991
ESP;73,42;1991
LKA;66,416;1991
LCA;68,925;1991
MAF;72,9;1991
VCT;68,088;1991
SDN;54,189;1991
SUR;64,3;1991
SWZ;57,81;1991
SWE;74,94;1991
CHE;74,1;1991
SYR;69,347;1991
TJK;59,288;1991
TZA;47,749;1991
THA;67,117;1991
TLS;47,815;1991
TGO;54,756;1991
TON;68,235;1991
TTO;65,294;1991
TUN;67,328;1991
TUR;61,167;1991
TKM;59,005;1991
UGA;42,296;1991
UKR;64;1991
ARE;70,919;1991
GBR;73,4;1991
USA;72;1991
URY;69,021;1991
UZB;63,341;1991
VUT;62,239;1991
VEN;67,251;1991
VNM;66,231;1991
VIR;72,67;1991
PSE;66,895;1991
YEM;56,647;1991
ZMB;42,192;1991
ZWE;53,736;1991
AFG;50,323;1992
ALB;68,997;1992
DZA;65,667;1992
AGO;39,881;1992
ATG;69,143;1992
ARG;68,487;1992
ARM;64,627;1992
ABW;71,062;1992
AUS;74,5;1992
AUT;72,5;1992
AZE;60,398;1992
BHS;67,595;1992
BHR;71,895;1992
BGD;59,341;1992
BRB;69,4;1992
BLR;64,9;1992
BEL;73;1992
BLZ;68,411;1992
BEN;52,905;1992
BTN;54,121;1992
BOL;54,488;1992
BIH;66,86;1992
BWA;57,373;1992
BRA;62,424;1992
BRN;72,009;1992
BGR;68,07;1992
BFA;48,116;1992
BDI;46,085;1992
CPV;63,844;1992
KHM;51,882;1992
CMR;50,093;1992
CAN;74,75;1992
CAF;45,853;1992
TCD;45,936;1992
CHI;73,177;1992
CHL;71,33;1992
CHN;67,954;1992
COL;64,589;1992
COM;56,073;1992
COD;47,858;1992
COG;53,567;1992
CRI;73,529;1992
CIV;49,876;1992
HRV;66,9;1992
CUB;72,935;1992
CYP;74,819;1992
CZE;68,54;1992
DNK;72,56;1992
DJI;55,353;1992
DMA;72;1992
DOM;66,242;1992
ECU;67,427;1992
EGY;63,036;1992
SLV;61,077;1992
GNQ;47,557;1992
ERI;48,823;1992
EST;63,4;1992
ETH;46,423;1992
FRO;73,2;1992
FJI;63,961;1992
FIN;71,67;1992
FRA;73,1;1992
PYF;67,414;1992
GAB;59,643;1992
GMB;51,645;1992
GEO;66,197;1992
DEU;72,6;1992
GHA;56,348;1992
GRC;74,7;1992
GRL;62,04;1992
GRD;66,61;1992
GUM;70,283;1992
GTM;60,419;1992
GIN;50,248;1992
GNB;47,625;1992
GUY;60,353;1992
HTI;53,714;1992
HND;65,327;1992
HKG;74,8;1992
HUN;64,6;1992
ISL;76,77;1992
IND;58,486;1992
IDN;62,525;1992
IRN;65,164;1992
IRQ;64,202;1992
IRL;72,439;1992
ISR;74,7;1992
ITA;74,2;1992
JAM;69,632;1992
JPN;76,11;1992
JOR;69,003;1992
KAZ;63;1992
KEN;53,801;1992
KIR;58,449;1992
PRK;65,36;1992
KOR;68,22;1992
XKX;66,1;1992
KWT;71,631;1992
KGZ;64,2;1992
LAO;53,234;1992
LVA;62,64;1992
LBN;69,428;1992
LSO;57,423;1992
LBR;45,931;1992
LBY;67,638;1992
LTU;64,81;1992
LUX;72,6;1992
MAC;75,429;1992
MKD;69,464;1992
MDG;51,045;1992
MWI;44,548;1992
MYS;69,355;1992
MDV;63,132;1992
MLI;45,555;1992
MLT;74,698;1992
MRT;57,465;1992
MUS;66,4;1992
MEX;68,839;1992
FSM;65,889;1992
MDA;63,722;1992
MNG;58,147;1992
MNE;71,347;1992
MAR;64,031;1992
MOZ;42,029;1992
MMR;57,229;1992
NAM;58,444;1992
NPL;55,224;1992
NLD;74,3;1992
NCL;68,2;1992
NZL;73,1;1992
NIC;62,968;1992
NER;43,997;1992
NGA;44,639;1992
NOR;74,16;1992
OMN;66,504;1992
PAK;59,975;1992
PAN;70,72;1992
PNG;56,81;1992
PRY;66,169;1992
PER;64,172;1992
PHL;62,94;1992
POL;66,7;1992
PRT;70,8;1992
PRI;69,461;1992
QAT;74,407;1992
ROU;66,56;1992
RUS;62;1992
RWA;26,429;1992
WSM;62,851;1992
STP;60,319;1992
SAU;68,198;1992
SEN;55,951;1992
SYC;67,5;1992
SLE;35,61;1992
SGP;73,8;1992
SVK;67,6;1992
SVN;69,5;1992
SLB;57,447;1992
SOM;43,885;1992
ZAF;58,653;1992
SSD;43,571;1992
ESP;73,81;1992
LKA;66,461;1992
KNA;66;1992
LCA;69,075;1992
MAF;72,4;1992
VCT;68,245;1992
SDN;54,372;1992
SUR;64,374;1992
SWZ;57,246;1992
SWE;75,35;1992
CHE;74,45;1992
SYR;69,593;1992
TJK;58,963;1992
TZA;47,507;1992
THA;66,976;1992
TLS;48,811;1992
TGO;54,745;1992
TON;68,346;1992
TTO;65,317;1992
TUN;67,848;1992
TUR;61,629;1992
TKM;58,913;1992
UGA;41,879;1992
UKR;64,2;1992
ARE;71,225;1992
GBR;73,8;1992
USA;72,3;1992
URY;69,179;1992
UZB;63,259;1992
VUT;62,68;1992
VEN;67,389;1992
VNM;66,474;1992
VIR;72,889;1992
PSE;67,218;1992
YEM;56,964;1992
ZMB;41,754;1992
ZWE;52,362;1992
AFG;50,941;1993
ALB;69,037;1993
DZA;65,925;1993
AGO;40,127;1993
ATG;69,38;1993
ARG;68,702;1993
ARM;64,732;1993
ABW;71,098;1993
AUS;75;1993
AUT;72,8;1993
AZE;60,476;1993
BHS;67,734;1993
BHR;72,119;1993
BGD;60,059;1993
BRB;69,618;1993
BLR;63,8;1993
BEL;72,96;1993
BLZ;67,978;1993
BEN;53,238;1993
BTN;54,89;1993
BOL;55,007;1993
BIH;67,014;1993
BWA;56,011;1993
BRA;62,855;1993
BRN;72,237;1993
BGR;67,62;1993
BFA;48,046;1993
BDI;46,254;1993
CPV;64,202;1993
KHM;52,192;1993
CMR;49,689;1993
CAN;74,69;1993
CAF;45,42;1993
TCD;46,01;1993
CHI;73,413;1993
CHL;71,677;1993
CHN;68,087;1993
COL;64,791;1993
COM;56,492;1993
COD;47,85;1993
COG;53,054;1993
CRI;73,739;1993
CIV;49,428;1993
HRV;67,22;1993
CUB;73,076;1993
CYP;74,969;1993
CZE;69,28;1993
DNK;72,59;1993
DJI;55,407;1993
DOM;66,536;1993
